stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,stalkID
t,b,s,s,w,w,tbssww
e,c,s,s,w,w,ecssww
t,b,s,s,w,w,tbssww
e,e,s,s,w,w,eessww
t,b,s,s,w,w,tbssww
e,r,s,y,w,w,ersyww
e,r,s,y,w,w,ersyww
e,r,s,y,w,w,ersyww
e,e,s,s,w,w,eessww
e,c,s,s,w,w,ecssww
e,e,s,s,w,w,eessww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
t,b,s,s,w,w,tbssww
e,e,s,s,w,w,eessww
e,c,s,s,w,w,ecssww
e,e,s,s,w,w,eessww
e,c,s,s,w,w,ecssww
t,e,s,f,w,w,tesfww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
t,b,s,s,w,w,tbssww
e,c,s,s,w,w,ecssww
e,r,s,y,w,w,ersyww
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
e,r,s,y,w,w,ersyww
t,b,s,s,w,w,tbssww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,e,s,s,w,w,eessww
e,r,s,y,w,w,ersyww
e,c,s,s,w,w,ecssww
e,r,s,y,w,w,ersyww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,e,s,s,w,w,eessww
e,r,s,y,w,w,ersyww
e,e,s,s,w,w,eessww
e,c,s,s,w,w,ecssww
e,r,s,y,w,w,ersyww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
t,b,s,s,g,w,tbssgw
e,c,s,s,w,w,ecssww
e,r,s,y,w,w,ersyww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,r,s,y,w,w,ersyww
e,c,s,s,w,w,ecssww
t,b,s,s,w,w,tbssww
t,e,s,f,w,w,tesfww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,r,s,y,w,w,ersyww
t,b,s,s,w,w,tbssww
e,c,s,s,w,w,ecssww
e,r,s,y,w,w,ersyww
e,r,s,y,w,w,ersyww
e,c,s,s,w,w,ecssww
t,b,s,s,g,p,tbssgp
e,r,s,y,w,w,ersyww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,r,s,y,w,w,ersyww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,r,s,y,w,w,ersyww
t,e,f,f,w,w,teffww
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
e,c,s,s,w,w,ecssww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
t,e,f,f,w,w,teffww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
e,c,s,s,w,w,ecssww
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
t,b,s,s,g,w,tbssgw
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
t,b,s,s,w,w,tbssww
t,e,f,s,w,w,tefsww
t,e,f,s,w,w,tefsww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
e,c,s,s,w,w,ecssww
t,e,s,s,w,w,tessww
t,e,s,f,w,w,tesfww
e,e,s,s,w,w,eessww
e,c,s,s,w,w,ecssww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
e,c,s,s,w,w,ecssww
t,e,s,s,w,w,tessww
t,e,f,s,w,w,tefsww
t,b,s,s,g,p,tbssgp
e,c,s,s,w,w,ecssww
t,e,f,f,w,w,teffww
e,e,s,s,w,w,eessww
t,e,s,s,w,w,tessww
t,b,s,s,w,g,tbsswg
t,e,f,f,w,w,teffww
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
e,c,s,s,w,w,ecssww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
e,c,s,s,w,w,ecssww
e,e,s,s,w,w,eessww
t,b,s,s,p,p,tbsspp
t,b,s,s,w,w,tbssww
e,c,s,s,w,w,ecssww
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
t,b,s,s,g,p,tbssgp
t,b,s,s,p,g,tbsspg
t,e,f,f,w,w,teffww
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
t,b,s,s,w,p,tbsswp
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
t,b,s,s,p,w,tbsspw
t,b,s,s,p,w,tbsspw
t,e,s,f,w,w,tesfww
t,b,s,s,p,w,tbsspw
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
t,b,s,s,p,p,tbsspp
e,c,s,s,w,w,ecssww
t,e,f,f,w,w,teffww
t,b,s,s,p,p,tbsspp
e,c,s,s,w,w,ecssww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
t,b,s,s,w,w,tbssww
e,c,s,s,w,w,ecssww
e,e,s,s,w,w,eessww
t,b,s,s,p,p,tbsspp
e,r,s,y,w,w,ersyww
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
e,r,s,y,w,w,ersyww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
t,e,f,s,w,w,tefsww
t,e,s,s,w,w,tessww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
t,e,s,s,w,w,tessww
e,r,s,y,w,w,ersyww
t,e,s,f,w,w,tesfww
t,e,f,f,w,w,teffww
t,b,s,s,w,w,tbssww
e,r,s,y,w,w,ersyww
t,b,s,s,p,w,tbsspw
e,e,s,s,w,w,eessww
t,b,s,s,w,p,tbsswp
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
t,b,s,s,w,w,tbssww
e,c,s,s,w,w,ecssww
t,e,s,s,w,w,tessww
t,b,s,s,g,g,tbssgg
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
t,b,s,s,w,w,tbssww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
e,r,s,y,w,w,ersyww
e,r,s,y,w,w,ersyww
t,e,s,s,w,w,tessww
t,b,s,s,g,g,tbssgg
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
t,e,s,f,w,w,tesfww
e,e,s,s,w,w,eessww
t,b,s,s,g,w,tbssgw
t,e,f,f,w,w,teffww
t,b,s,s,w,w,tbssww
t,b,s,s,g,g,tbssgg
t,e,s,f,w,w,tesfww
e,r,s,y,w,w,ersyww
t,e,f,s,w,w,tefsww
e,c,s,s,w,w,ecssww
t,b,s,s,w,w,tbssww
t,e,s,f,w,w,tesfww
e,c,s,s,w,w,ecssww
t,e,s,s,w,w,tessww
t,e,s,f,w,w,tesfww
t,b,s,s,w,w,tbssww
t,e,f,s,w,w,tefsww
t,e,f,f,w,w,teffww
e,e,s,s,w,w,eessww
t,b,s,s,w,w,tbssww
e,c,s,s,w,w,ecssww
t,e,f,s,w,w,tefsww
t,b,s,s,g,g,tbssgg
e,r,s,y,w,w,ersyww
t,e,s,f,w,w,tesfww
e,e,s,s,w,w,eessww
e,c,s,s,w,w,ecssww
t,b,s,s,p,w,tbsspw
e,r,s,y,w,w,ersyww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
e,r,s,y,w,w,ersyww
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
e,c,s,s,w,w,ecssww
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
t,e,s,f,w,w,tesfww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,e,s,s,w,w,eessww
e,c,s,s,w,w,ecssww
e,e,s,s,w,w,eessww
e,r,s,y,w,w,ersyww
t,e,s,f,w,w,tesfww
t,b,s,s,w,w,tbssww
t,e,f,f,w,w,teffww
e,e,s,s,w,w,eessww
t,e,s,s,w,w,tessww
t,e,f,s,w,w,tefsww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
e,c,s,s,w,w,ecssww
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
e,r,s,y,w,w,ersyww
t,e,f,s,w,w,tefsww
e,r,s,y,w,w,ersyww
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
t,e,s,s,w,w,tessww
t,e,f,s,w,w,tefsww
t,e,s,f,w,w,tesfww
t,e,f,f,w,w,teffww
t,b,s,s,p,p,tbsspp
t,b,s,s,w,w,tbssww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
e,c,s,s,w,w,ecssww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
t,e,s,s,w,w,tessww
t,b,s,s,w,p,tbsswp
e,c,s,s,w,w,ecssww
t,e,s,s,w,w,tessww
t,e,f,s,w,w,tefsww
t,e,s,s,w,w,tessww
t,b,s,s,w,p,tbsswp
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
t,e,f,s,w,w,tefsww
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
t,e,f,f,w,w,teffww
e,r,s,y,w,w,ersyww
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
e,c,s,s,w,w,ecssww
t,e,s,s,w,w,tessww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
t,e,f,s,w,w,tefsww
t,b,s,s,w,w,tbssww
e,r,s,y,w,w,ersyww
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
e,e,s,s,w,w,eessww
t,b,s,s,p,p,tbsspp
t,e,s,s,w,w,tessww
e,c,s,s,w,w,ecssww
t,e,f,s,w,w,tefsww
t,b,s,s,p,g,tbsspg
t,e,f,f,w,w,teffww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
e,c,s,s,w,w,ecssww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
e,r,s,y,w,w,ersyww
e,r,s,y,w,w,ersyww
e,r,s,y,w,w,ersyww
t,e,f,s,w,w,tefsww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
t,e,f,f,w,w,teffww
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
e,c,s,s,w,w,ecssww
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
t,b,s,s,g,p,tbssgp
e,r,s,y,w,w,ersyww
e,c,s,s,w,w,ecssww
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
e,c,s,s,w,w,ecssww
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
t,e,s,s,w,w,tessww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
e,r,s,y,w,w,ersyww
t,e,f,f,w,w,teffww
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
t,e,f,f,w,w,teffww
t,e,f,f,w,w,teffww
e,r,s,y,w,w,ersyww
t,e,f,f,w,w,teffww
t,e,f,f,w,w,teffww
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
t,e,s,s,w,w,tessww
t,b,s,s,g,p,tbssgp
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
t,b,s,s,p,g,tbsspg
t,e,s,f,w,w,tesfww
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
e,e,s,s,w,w,eessww
t,e,f,f,w,w,teffww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
t,e,f,s,w,w,tefsww
t,e,f,s,w,w,tefsww
t,b,s,s,g,p,tbssgp
t,b,s,s,w,w,tbssww
t,e,s,f,w,w,tesfww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
t,e,f,f,w,w,teffww
t,b,s,s,g,p,tbssgp
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
t,e,f,f,w,w,teffww
t,b,s,s,p,w,tbsspw
t,e,f,s,w,w,tefsww
t,e,f,f,w,w,teffww
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
t,e,f,s,w,w,tefsww
e,c,s,s,w,w,ecssww
t,e,s,s,w,w,tessww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
t,e,f,s,w,w,tefsww
t,e,f,f,w,w,teffww
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
t,b,s,s,w,g,tbsswg
t,e,s,f,w,w,tesfww
t,b,s,s,g,g,tbssgg
t,e,f,s,w,w,tefsww
t,e,s,f,w,w,tesfww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
t,b,s,s,g,p,tbssgp
t,e,s,f,w,w,tesfww
e,r,s,y,w,w,ersyww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
t,e,f,s,w,w,tefsww
t,e,s,f,w,w,tesfww
t,b,s,s,w,w,tbssww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
t,e,f,s,w,w,tefsww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
e,c,s,s,w,w,ecssww
t,e,f,f,w,w,teffww
t,e,s,s,w,w,tessww
t,b,s,s,w,g,tbsswg
e,c,s,s,w,w,ecssww
t,e,s,s,w,w,tessww
t,b,s,s,w,p,tbsswp
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
t,e,s,f,w,w,tesfww
e,c,s,s,w,w,ecssww
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
t,e,f,f,w,w,teffww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
t,b,s,s,p,g,tbsspg
t,e,s,f,w,w,tesfww
t,b,s,s,w,p,tbsswp
e,c,s,s,w,w,ecssww
t,e,f,s,w,w,tefsww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
t,b,s,s,w,g,tbsswg
t,e,s,s,w,w,tessww
t,e,s,f,w,w,tesfww
e,e,s,s,w,w,eessww
t,e,f,f,w,w,teffww
t,b,s,s,g,w,tbssgw
t,b,s,s,w,p,tbsswp
t,b,s,s,w,g,tbsswg
t,e,f,f,w,w,teffww
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
t,e,f,f,w,w,teffww
t,e,f,f,w,w,teffww
t,e,f,f,w,w,teffww
t,e,s,s,w,w,tessww
t,e,f,s,w,w,tefsww
t,e,f,s,w,w,tefsww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
t,e,s,s,w,w,tessww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
t,b,s,s,g,g,tbssgg
t,e,f,s,w,w,tefsww
t,e,f,f,w,w,teffww
t,e,s,s,w,w,tessww
t,e,s,f,w,w,tesfww
e,c,s,s,w,w,ecssww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
e,e,s,s,w,w,eessww
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
t,b,s,s,w,p,tbsswp
t,b,s,s,g,p,tbssgp
t,e,s,f,w,w,tesfww
t,b,s,s,g,w,tbssgw
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
t,e,s,f,w,w,tesfww
t,b,s,s,w,p,tbsswp
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
t,e,s,f,w,w,tesfww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
e,r,s,y,w,w,ersyww
t,b,s,s,g,p,tbssgp
t,e,s,s,w,w,tessww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
t,e,f,f,w,w,teffww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
t,e,s,f,w,w,tesfww
e,c,s,s,w,w,ecssww
t,e,f,s,w,w,tefsww
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
t,b,s,s,g,p,tbssgp
t,e,s,s,w,w,tessww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
e,r,s,y,w,w,ersyww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
t,b,s,s,w,w,tbssww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
t,b,s,s,g,p,tbssgp
e,c,s,s,w,w,ecssww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
t,b,s,s,g,p,tbssgp
t,e,f,s,w,w,tefsww
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
t,e,f,f,w,w,teffww
t,b,s,s,p,g,tbsspg
t,e,f,s,w,w,tefsww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
t,e,f,f,w,w,teffww
e,e,s,s,w,w,eessww
t,e,f,f,w,w,teffww
t,e,f,f,w,w,teffww
t,e,s,s,w,w,tessww
t,b,s,s,p,p,tbsspp
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
t,b,s,s,w,g,tbsswg
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
t,b,s,s,w,w,tbssww
t,e,f,f,w,w,teffww
t,b,s,s,g,w,tbssgw
t,b,s,s,g,g,tbssgg
t,b,s,s,w,w,tbssww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
t,b,s,s,g,w,tbssgw
t,e,f,f,w,w,teffww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
t,e,s,f,w,w,tesfww
t,e,f,f,w,w,teffww
t,e,f,f,w,w,teffww
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
e,r,s,y,w,w,ersyww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
t,e,f,s,w,w,tefsww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
e,c,s,s,w,w,ecssww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
t,b,s,s,p,p,tbsspp
e,e,s,s,w,w,eessww
t,b,s,s,p,g,tbsspg
t,e,f,f,w,w,teffww
t,b,s,s,w,p,tbsswp
t,e,f,s,w,w,tefsww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
e,c,s,s,w,w,ecssww
t,b,s,s,w,w,tbssww
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
e,c,s,s,w,w,ecssww
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
t,e,f,f,w,w,teffww
t,b,s,s,w,w,tbssww
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
t,e,f,f,w,w,teffww
e,e,s,s,w,w,eessww
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
e,e,s,s,w,w,eessww
t,e,f,f,w,w,teffww
e,e,s,s,w,w,eessww
t,e,f,f,w,w,teffww
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
t,b,s,s,g,g,tbssgg
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
e,r,s,y,w,w,ersyww
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
t,e,s,f,w,w,tesfww
t,e,f,f,w,w,teffww
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
e,c,s,s,w,w,ecssww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
t,b,s,s,p,g,tbsspg
e,c,s,s,w,w,ecssww
t,b,s,s,g,w,tbssgw
e,e,s,s,w,w,eessww
t,e,s,s,w,w,tessww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
e,e,s,s,w,w,eessww
t,e,s,s,w,w,tessww
t,b,s,s,p,w,tbsspw
t,e,s,f,w,w,tesfww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
e,e,s,s,w,w,eessww
t,b,s,s,g,g,tbssgg
t,e,f,s,w,w,tefsww
e,r,s,y,w,w,ersyww
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
t,e,f,f,w,w,teffww
t,e,f,f,w,w,teffww
t,b,s,s,w,w,tbssww
t,e,f,s,w,w,tefsww
t,e,f,s,w,w,tefsww
e,r,s,y,w,w,ersyww
t,b,s,s,p,g,tbsspg
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
t,e,f,f,w,w,teffww
t,e,s,s,w,w,tessww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
t,b,s,s,w,w,tbssww
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
t,e,f,f,w,w,teffww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
t,b,s,s,w,g,tbsswg
t,e,f,s,w,w,tefsww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
t,b,s,s,p,p,tbsspp
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
t,b,s,s,w,g,tbsswg
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
t,e,s,f,w,w,tesfww
t,e,f,s,w,w,tefsww
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
t,e,s,f,w,w,tesfww
e,e,s,s,w,w,eessww
e,e,s,s,w,w,eessww
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
t,e,f,f,w,w,teffww
t,b,s,s,w,g,tbsswg
t,b,s,s,g,w,tbssgw
t,e,f,s,w,w,tefsww
t,e,f,s,w,w,tefsww
t,e,f,f,w,w,teffww
e,c,s,s,w,w,ecssww
t,e,f,f,w,w,teffww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
t,e,f,s,w,w,tefsww
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
t,e,s,f,w,w,tesfww
t,e,s,s,w,w,tessww
t,e,f,f,w,w,teffww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
t,e,s,s,w,w,tessww
t,e,f,s,w,w,tefsww
t,e,s,f,w,w,tesfww
e,c,s,s,w,w,ecssww
